# Generated by tools/wikispec_fetch.py on 2026-09-05. Do not edit by hand.
# Source: the per-car articles on en.wikipedia.org, {{Racing car}} infobox. CC BY-SA 4.0.
# Every row was checked against F1DB for constructor and seasons before it was written; see car_specs.log.
# article|chassis_ids|constructor_id|first_year|last_year|designers|chassis_type|susp_front|susp_rear|engine_name|engine_config|aspiration|engine_position|gearbox|gears|brakes|fuel|lubricants|tyres|predecessor|successor|debut|power_note|capacity_cc|power_bhp|weight_kg|wheelbase_mm|track_front_mm|track_rear_mm|fuel_l|races|wins|poles|fastest_laps|podiums|drivers_titles|constructors_titles
McLaren MP4/11|mclaren-mp4-11+mclaren-mp4-11b|mclaren|1996|1996|Neil Oatley ; Steve Nichols ; Matthew Jeffreys ; David North ; David Neilson ; Paddy Lowe ; Henri Durand ; Mario Illien ; Stuart Grove|carbon-fibre and honeycomb composite structure|inboard spring/damper operated by pushrod bellcrank/unequal-length wishbones|inboard spring/damper operated by pushrod bellcrank/unequal-length wishbones|Mercedes-Benz FO 110D 75-degree V10||||McLaren six-speed longitudinal semi-automatic sequential|||Mobil 1||Goodyear|MP4/10C|MP4/12|1996 Australian Grand Prix|720 hp @ 15,700 rpm||720||||||16|0|0|0|6|0|0
McLaren MP4/12|mclaren-mp4-12|mclaren|1997|1997|Neil Oatley ; Steve Nichols ; Matthew Jeffreys ; David North ; David Neilson ; Paddy Lowe ; Henri Durand ; Mario Illien ; Stuart Grove|carbon-fibre and honeycomb composite structure|double wishbones, pushrod-operated inboard coil spring/damper|double wishbones, pushrod-operated inboard coil spring/damper|Mercedes-Benz FO110E (75°) and Mercedes-Benz FO110F (72°) V10s||||McLaren six-speed longitudinal semi-automatic sequential.|||Mobil 1||Goodyear|MP4/11B|MP4/13|1997 Australian Grand Prix|740 hp @ 16,000 rpm||740||||||17|3|1|2|7|0|0
McLaren MP4/13|mclaren-mp4-13|mclaren|1998|1998|Adrian Newey ; Neil Oatley ; Steve Nichols ; Matthew Jeffreys ; David North ; David Neilson ; Paddy Lowe ; Henri Durand ; Mario Illien ; Stuart Grove|Moulded carbon-fibre composite structure|Double wishbones, pushrod|Double wishbones, pushrod|Mercedes-Benz FO-110G V10 (72º)||||McLaren six-gear longitudinal semi-automatic sequential.|||Mobil 1||Bridgestone|MP4/12|MP4/14|1998 Australian Grand Prix|760 hp @ 17,000 rpm||760||||||16|9|12|9|20|1|1
McLaren MP4/14|mclaren-mp4-14|mclaren|1999|1999|Adrian Newey ; Neil Oatley ; Steve Nichols ; Matthew Jeffreys ; David North ; David Neilson ; Paddy Lowe ; Henri Durand ; Mario Illien ; Stuart Grove|Moulded carbon fibre/aluminium honeycomb composite structure.|Double wishbones, pushrod-operated rockers.|Double wishbones, pushrod-operated rockers.|Mercedes-Benz FO110H|72° V10|naturally aspirated|mid-engined.|McLaren|7-speed||Mobil Unleaded||Bridgestone|MP4/13|MP4/15|1999 Australian Grand Prix|785-810 hp at 17,000 rpm||810|600|||||16|7|11|9|16|1|
McLaren MP4/15|mclaren-mp4-15|mclaren|2000|2000|Adrian Newey ; Neil Oatley ; Steve Nichols ; Matthew Jeffreys ; David North ; David Neilson ; Paddy Lowe ; Henri Durand ; Mario Illien ; Stuart Grove|Carbon-fibre monocoque|Double wishbones, pushrod|Double wishbones, pushrod|Mercedes-Benz FO110J|V10 (72°)|naturally aspirated||McLaren|7-speed||Mobil|Mobil 1|Bridgestone|MP4/14|MP4-16|2000 Australian Grand Prix|815 hp @ 17,800 rpm||815||||||17|7|7|12||0|0
McLaren MP4/2|mclaren-mp4-2+mclaren-mp4-2b|mclaren|1984|1985|John Barnard ; Steve Nichols ; Gordon Kimball ; Alan Jenkins ; Tim Wright ; Bob Bell ; Hans Mezger|Carbon fibre honeycomb monocoque|Double wishbones, Pushrods|Double wishbones, Pushrods|TAG-Porsche TTE PO1|90° V6|turbo|mid-engine, longitudinally mounted|McLaren / Hewland FGB|5-speed||Shell||1984: Michelin; 1985-1986: Goodyear|McLaren MP4/1E|McLaren MP4/3|1984 Brazilian Grand Prix|1984: varying setups i.e. turbo boost levels 650-850 bhp (race trim) - 800-960 bhp (qualifying trim)|1499|850||2794|1803|1803||48|22|7|16||3|2
McLaren MP4/3|mclaren-mp4-3|mclaren|1987|1987|Steve Nichols ; Neil Oatley ; Gordon Kimball ; Tim Wright ; Matthew Jeffreys ; Bob Bell ; Hans Mezger|Carbon fibre and Aluminium honeycomb monocoque|Double wishbone, pushrod activated inboard Bilstein spring / damper|As front|TAG-Porsche TTE PO1|90° V6|turbo (4.0 bar limited)|mid-engine, longitudinally-mounted|Getrag|5-speed||Shell||Goodyear|MP4/2C|MP4/4|1987 Brazilian Grand Prix|850 hp @ 12,000 rpm|1496|850|540|2794|1841|1841||16|3|0|2||0|0
McLaren MP4/4|mclaren-mp4-4|mclaren|1988|1988|Gordon Murray ; Steve Nichols ; Matthew Jeffreys ; Bob Bell ; Osamu Goto ; Michio Kawamoto|Carbon fibre honeycomb monocoque|Double wishbones, pull/push-rod actuated coil springs and dampers|Double wishbones, rocker-arm actuated coil springs and dampers|Honda RA168E, 1494 cc, 80° turbocharged V6 (2.5 Bar limited), mid-engine, longitudinally mounted||||Weismann-McLaren|6-Speed||Shell; Qualifying: 84%–16% Toluene / Methanol; Race: 60%–40% Toluene / Methanol||Goodyear|MP4/3|MP4/5|1988 Brazilian Grand Prix|675 hp @ 12,500 rpm ; 313 ftlbf @ 10,000 rpm||675||2875|1824|1824||16|15|15|10||1|1
McLaren MP4/5|mclaren-mp4-5+mclaren-mp4-5b|mclaren|1989|1990|Gordon Murray ; Neil Oatley ; Mike Gascoyne ; Osamu Goto|Carbon fibre and Kevlar monocoque|Double wishbones, pull-rod actuated coil springs and dampers|Double wishbones, rocker-arm actuated coil springs and dampers|1989: Honda RA109E; 1990: Honda RA100E; 3.5 L, 72° V10, NA, mid-engine, longitudinally mounted||||Weismann/McLaren Longitudinal and Transverse|6-Speed||Shell||Goodyear|MP4/4|MP4/6|1990 United States Grand Prix (MP4/5B)|675-710 hp @ 13,500 rpm||710||2896|1820|1820||32|16|27|13|36|2|2
McLaren MP4/6|mclaren-mp4-6+mclaren-mp4-6b|mclaren|1991|1992|Neil Oatley ; Matthew Jeffreys ; David North ; David Neilson ; Dieter Gundel ; Bob Bell ; Mike Gascoyne ; Osamu Goto|Carbon fibre monocoque|||Honda RA121/E|60° V12|NA (max: 14000 rpm for MP4/6 and 15300 rpm for MP4/6B)|mid-engine, longitudinally mounted|Weismann/McLaren Transverse|6-speed||Shell||Goodyear|MP4/5B|MP4/7A|1992 South African Grand Prix (MP4/6B)|725 hp @ 13,500 rpm (early season); 780 hp @ 14,800 rpm (late season)||725||||||18|8|10|5|19|1|1
McLaren MP4/7A|mclaren-mp4-7a|mclaren|1992|1992|Neil Oatley ; Matthew Jeffreys ; David North ; David Neilson ; Dieter Gundel ; Bob Bell ; Henri Durand ; Osamu Goto|Carbon fibre monocoque|Double wishbones, pushrods|Double wishbones, pushrods|Honda RA122E/B|75° V12|NA (max: 15000 rpm)|mid-engine, longitudinally mounted|McLaren transverse|6-speed||Shell||Goodyear|MP4/6B|MP4/8|1992 Brazilian Grand Prix|764-805 hp @ 14,500 rpm|3496|805||||||14|5|1|2|11|0|0
McLaren MP4/8|mclaren-mp4-8|mclaren|1993|1993|Neil Oatley ; Matthew Jeffreys ; David North ; David Neilson ; Dieter Gundel ; Bob Bell ; Henri Durand ; Geoff Goddard|Carbon fibre and honeycomb composite structure|Double wishbones, pushrod, inboard spring / damper / actuator|Double wishbones, pushrod, inboard spring / damper / actuator|Ford HBD7|75° V8|NA (max: 13700 rpm and 14300 rpm for MP4/8B (V12))|mid-engine, longitudinally mounted|McLaren transverse|6-speed||Shell||Goodyear|MP4/7A|MP4/9|1993 South African Grand Prix|640-730 hp @ 13,200 rpm ; 500-650 N.m @ 8,850 rpm|3494|730|505|2845|1690|1690||16|5|1|1|9|0|0
McLaren MP4/9|mclaren-mp4-9|mclaren|1994|1994|Neil Oatley ; Matthew Jeffreys ; David North ; David Neilson ; Paddy Lowe ; Henri Durand ; Jean-Pierre Boudy|Carbon fibre and honeycomb composite structure|Double wishbones, pushrod, inboard spring / damper / actuator|Double wishbones, pushrod, inboard spring / damper / actuator|Peugeot A4/A6|80° V10|NA|mid-engine, longitudinally mounted|McLaren / TAG transverse|6-Speed||Shell||Goodyear|MP4/8|MP4/10|1994 Brazilian Grand Prix|700-760 hp @ 14,250-14,500 rpm|3499|760|515|2845|1690|1690||16|0|0|0|8|0|0
Mercedes F1 W03|mercedes-f1-w03|mercedes|2012|2012|Bob Bell ; John Owen ; Craig Wilson ; Loïc Serra ; Russell Cooley ; Loïc Bigois ; David Jeffrey|Moulded carbon-fibre and honeycomb composite monocoque|Wishbone and pushrod activated torsion springs and rockers|Wishbone and pullrod|Mercedes-Benz FO 108Z|V8 (90°).|Naturally aspirated, 18,000 RPM limited with KERS|mid-mounted|Jointly Xtrac 1044 with Mercedes AMG housing|seven-speed semi-automatic carbon-fibre sequential gearbox with reverse gear hydraulic activation||Petronas Primax|Petronas Syntium|Pirelli P Zero (dry), Cinturato (wet); BBS Wheels (front and rear): 13"|Mercedes MGP W02|Mercedes F1 W04|2012 Australian Grand Prix||||640|||||20|1|1|3|3||
Mercedes F1 W04|mercedes-f1-w04|mercedes|2013|2013|Bob Bell ; Aldo Costa ; Geoff Willis ; John Owen ; Craig Wilson ; Loïc Serra ; Russell Cooley ; Mike Elliott ; David Jeffrey|Moulded carbon fibre composite monocoque incorporating front and side impact structures|Pushrod suspension|Pullrod suspension|Mercedes-Benz FO 108F|V8 (90°)|naturally-aspirated, 18,000 RPM limited with KERS||Jointly Xtrac 1044 with Mercedes AMG housing|7-speed||Petronas Primax|Petronas Syntium|Pirelli P Zero (dry), Cinturato (wet)|Mercedes F1 W03|Mercedes F1 W05 Hybrid|2013 Australian Grand Prix|750 + @ 18,000 rpm with KERS mode||||||||19|3|8|1|9||
Mercedes F1 W05 Hybrid|mercedes-f1-w05|mercedes|2014|2014|Bob Bell ; Aldo Costa ; Geoff Willis ; John Owen ; Loïc Serra ; Russell Cooley ; Mike Elliott ; Jarrod Murphy ; Andy Cowell ; Hywel Thomas|Moulded carbon fibre & Honeycomb composite structure|Carbon fibre wishbone and pushrod activated torsion springs & rockers|Carbon fibre wishbone and pullrod activated torsion springs & rockers|Mercedes-Benz PU106A Hybrid|90° - V6 turbocharged engine, limited to 15,000 RPM||in a mid-mounted, rear-wheel drive layout|Mercedes co-developed with Xtrac|semi-automatic seamless shift sequential gearbox with 8-speed forward and 1 reverse gears|Carbone Industrie carbon brake discs, pads and Brembo brake calipers with rear brake-by-wire|Petronas Primax|Petronas Syntium & Tutela|Pirelli P Zero (Dry/Slick) ; Pirelli Cinturato (Wet/Treaded) ; Advanti forged magnesium wheels: 13"|Mercedes F1 W04|Mercedes F1 W06 Hybrid|2014 Australian Grand Prix|840 hp||840|691|||||19|16|18|12|31|1|1
Mercedes F1 W06 Hybrid|mercedes-f1-w06|mercedes|2015|2015|Paddy Lowe ; Aldo Costa ; Geoff Willis ; Mark Ellis ; John Owen ; Loïc Serra ; Russell Cooley ; Mike Elliott ; Jarrod Murphy ; Andy Cowell ; Hywel Thomas|Moulded carbon fibre & Honeycomb composite structure|Carbon fibre wishbone and pushrod activated torsion springs & rockers|Carbon fibre wishbone and pullrod activated torsion springs & rockers|Mercedes-Benz PU106B Hybrid|90° - V6 turbocharged engine, limited to 15,000 RPM||in a mid-mounted, rear-wheel drive layout|Mercedes|semi-automatic seamless shift sequential gearbox with 8-speed forward and 1 reverse gears|Carbone Industrie carbon brake discs, pads and Brembo brake calipers with rear brake-by-wire|Petronas Primax|Petronas Syntium & Tutela|Pirelli P Zero (Dry/Slick) ; Pirelli Cinturato (Wet/Treaded) ; Advanti forged magnesium wheels: 13"|Mercedes F1 W05 Hybrid|Mercedes F1 W07 Hybrid|2015 Australian Grand Prix|870 hp||870|702|||||19|16|18|13|32|1|1
Mercedes F1 W07 Hybrid|mercedes-f1-w07|mercedes|2016|2016|Paddy Lowe ; Aldo Costa ; Geoff Willis ; Mark Ellis ; John Owen ; Loïc Serra ; Russell Cooley ; Mike Elliott ; Jarrod Murphy ; Andy Cowell ; Hywel Thomas|Moulded carbon fibre & Honeycomb composite structure|Carbon fibre wishbone and pushrod activated torsion springs & rockers|Carbon fibre wishbone and pullrod activated torsion springs & rockers|Mercedes-Benz PU106C Hybrid|90° - V6 turbocharged engine, limited to 15,000 RPM||in a mid-mounted, rear-wheel drive layout|Mercedes co-developed with Xtrac|semi-automatic seamless shift sequential gearbox with eight forward and one reverse gears|Carbone Industrie carbon brake discs, pads and Brembo brake calipers with rear brake-by-wire|Petronas Primax|Petronas Syntium & Tutela|Pirelli P Zero (Dry/Slick) ; Pirelli Cinturato (Wet/Treaded) ; Advanti forged magnesium wheels: 13"|Mercedes F1 W06 Hybrid|Mercedes AMG F1 W08 EQ Power+|2016 Australian Grand Prix|900 hp||900|702|3500||||21|19|20|9|33|1|1
Mercedes MGP W01|mercedes-mgp-w01|mercedes|2010|2010|Ben Wood|Moulded carbon-fibre and honeycomb composite monocoque|Wishbone and pushrod activated torsion springs and rockers|Wishbone and pushrod activated torsion springs and rockers, same as the front|Mercedes-Benz FO 108X|90° V8, limited to 18,000 RPM|naturally aspirated|mid-mounted|Jointly Xtrac 1044 with Mercedes AMG housing|seven-speed semi-automatic carbon-fibre sequential gearbox with reverse gear||MobilMercedes signed a technical partnership with Petronas that will see the company supply fuel and lubricants to the team from 2011. As part of the agreement, Petronas branding appears on the MGP W01, but the car still uses Mobil fuels and Mobil 1 lubricants due to late deal.|Mobil 1|BBS]] Wheels (front and rear): 13"|Brawn BGP 001 – Brawn branded|Mercedes MGP W02|2010 Bahrain Grand Prix||||620|||||19|0|0|0|3||
Mercedes MGP W02|mercedes-mgp-w02|mercedes|2011|2011|Ross Brawn ; John Owen ; Craig Wilson ; Loïc Serra ; Russell Cooley ; Loïc Bigois ; Ben Wood|Moulded carbon-fibre and honeycomb composite monocoque|Wishbone and pushrod activated torsion springs and rockers|Wishbone and pullrod|Mercedes-Benz FO 108Y|90° V8, limited to 18,000 RPM|Naturally aspirated with KERS|mid-mounted|Jointly Xtrac 1044 with Mercedes AMG housing|seven-speed semi-automatic carbon-fibre sequential gearbox with reverse gear hydraulic activation||Petronas Primax|Petronas Syntium|Pirelli P Zero; BBS Wheels (front and rear): 13"|Mercedes MGP W01|Mercedes F1 W03|2011 Australian Grand Prix||||640|||||19|0|0|0|0||
Midland M16|midland-m16|midland|2006|2006|James Key ; John McQuilliam ; Mike Wroe ; Simon Phillips|Carbon-fibre composite monocoque|Composite pushrods activating chassis-mounted in-line dampers and torsion bars, unequal length composite aerodynamic wishbones, front anti-roll bar and cast uprights|as front|Toyota RVX-06|V8 (90°).|Naturally-aspirated|mid-mounted.|Midland with Toyota internals|7 forward speeds + 1 reverse||Esso|Esso|Bridgestone; BBS wheels (front and rear)|Jordan EJ15B|Spyker F8-VII|2006 Bahrain Grand Prix||||600|||||18|0|0|0|0|0|0
Minardi M01|minardi-m01|minardi|1999|1999|Gustav Brunner ; Gabriele Tredozi ; George Ryton ; Nigel Cowperthwaite|Moulded carbon-fibre composite structure|Double wishbones, pushrod with coaxial spring/damper, and torsion bar|Double wishbones, pushrod|Ford VJM Zetec-R, 72-degree V10, NA||||Minardi six-speed longitudinal sequential semi-automatic|||Elf||Bridgestone|M198|M02|1999 Australian Grand Prix|735 hp @ 16,000 rpm||735||||||16|0|0|0||0|0
Minardi M02|minardi-m02|minardi|2000|2000|Gustav Brunner ; Gabriele Tredozi ; George Ryton ; Nigel Cowperthwaite|Monocoque body in carbon-fibre and aluminium honeycomb composite|In carbon push-rod with torsion bars; steel wishbones; F/S shock absorbers|As front|1998-spec Ford Zetec-R (badged as Fondmetal)|V10 (72°)|naturally-aspirated|mid-mounted|Minardi|titanium 6-speed|Brembo 6-piston calipers, carbon discs and pads|Elf|Elf|Bridgestone Potenza|M01|PS01|2000 Australian Grand Prix|770 hp @ 15,800 rpm||770|600|3050|1452|1452||17|0|0|0||0|0
Minardi M185|minardi-m185+minardi-m185b|minardi|1985|1986|Giacomo Caliri|Carbon fibre monocoque|||Motori Moderni 615-90|90° V6|turbo|mid-engine, longitudinally mounted|Minardi / Hewland|5-speed||Agip||Pirelli||M186|1985 Brazilian Grand Prix||1499||550||1813|1813||32|0|0|0||0|0
Minardi M186|minardi-m186|minardi|1986|1986|Giacomo Caliri|Carbon fibre monocoque|||Motori Moderni 615-90|90° V6|turbo|mid-engine, longitudinally mounted||||Agip||Pirelli|M185|M187|1986 Hungarian Grand Prix||1499|||||||6|0|0|0||0|0
Minardi M187|minardi-m187|minardi|1987|1987|Giacomo Caliri|Carbon fibre monocoque|Double wishbones, pullrods|Double wishbones, pullrods|mid-engine, longitudinally mounted, 1499 cc, Motori Moderni 615–90, 90° V6, turbo||||Minardi|6-speed||Agip||Goodyear|M186|M188|1987 Brazilian Grand Prix||||540|2690|1812|1812||16|0|0|0||0|0
Minardi M188|minardi-m188+minardi-m188b|minardi|1988|1989|Giacomo Caliri (Technical Director); Aldo Costa (Chief Designer)|Carbon fibre monocoque|Double wishbones, pullrods|Double wishbones, pullrods|Ford Cosworth DFZ|90° V8|NA|mid-engine, longitudinally mounted|Minardi|5-speed||Agip||Goodyear|M187|M189|1988 Brazilian Grand Prix||3494||506|2690|1812|1812||19|0|0|0||0|0
Minardi M189|minardi-m189|minardi|1989|1990|Aldo Costa (Technical Director); Nigel Cowperthwaite (Chief Designer); Tomasso Carletti (Head of Design)|Carbon fibre monocoque|||Ford Cosworth DFR|90° V8|NA|mid-engine, longitudinally mounted||||Agip||Pirelli|M188B|M190|1989 Mexican Grand Prix||3494|||2927|1800|1800||15|0|0|0||0|0
Minardi M190|minardi-m190|minardi|1990|1990|Aldo Costa (Technical Director) ; Tomasso Carletti (Chief Designer)|Carbon fibre and Kevlar monocoque|||Ford Cosworth DFR|V8|NA|mid-engine, longitudinally mounted|Minardi|||Agip||Pirelli|M189B|M191|1990 San Marino Grand Prix||3493|||2940|1800|1800||14|0|0|0||0|0
Minardi M191|minardi-m191+minardi-m191b|minardi|1991|1992|Aldo Costa (Technical Director) ; Rene Hilhorst (Head of Aerodynamics)|Carbon fibre monocoque|||1991: Ferrari Tipo 037, 65° V12, 3493 cc, NA, mid-engine, longitudinally mounted. ; 1992: Lamborghini LE3512, 80° V12, 3493 cc, NA, mid-engine, longitudinally mounted.||||Minardi|6-speed||Agip||Goodyear|M190|M192|1991 United States Grand Prix||||505|2990|1800|1800||20|0|0|0||0|0
Minardi M192|minardi-m192|minardi|1992|1992|Aldo Costa|Carbon fibre monocoque|Double wishbones, pushrod, twin spring/dampers|Double wishbones, pushrod, twin spring/dampers|Lamborghini LE3512|V12|NA|mid-engine, longitudinally mounted|Lamborghini|6-speed||Agip|Agip|Goodyear|M191B|M193|1992 San Marino Grand Prix||3493||505|2940|1800|1800||11|0|0|0||0|0
Minardi M193|minardi-m193+minardi-m193b|minardi|1993|1994|Aldo Costa ; Gustav Brunner ; Rene Hilhorst|Carbon fibre monocoque|Double wishbones|Double wishbones|Ford HBD6|75° V8|NA|mid-engine, longitudinally mounted|Manual|6-speed||Agip||Goodyear|M192|M194|1993 South African Grand Prix||3494||505|2806|1678|1678||21|0|0|0|0|0|0
Minardi M194|minardi-m194|minardi|1994|1994|Aldo Costa ; Mauro Gennaro ; Rene Hilhorst|Carbon fibre monocoque|||Ford HBC7 / Ford HBC8|75° V8|NA|mid-engine, longitudinally mounted|Minardi / XTrac T|6-speed||Agip||Goodyear|M193|M195|1994 Canadian Grand Prix||3494|||||||11|0|0|0|0|0|0
Minardi M195|minardi-m195+minardi-m195b|minardi|1995|1996|Aldo Costa ; Mauro Gennaro ; Mariano Alperin|Carbon fibre monocoque|Double wishbones, pushrod|Double wishbones, pushrod|1995: mid-engine, longitudinally mounted, 2994 cc, Ford-Cosworth EDM1, 75° V8, NA; 1996: mid-engine, longitudinally-mounted, 2994 cc, Ford-Cosworth EDM2 / Ford-Cosworth EDM3, 75° V8, NA||||Minardi / XTrac|6-speed||Agip||Goodyear|M194|M197|1995 Brazilian Grand Prix|630 hp @ 13,200 rpm||630||||||33|0|0|0||0|0
Minardi M197|minardi-m197|minardi|1997|1997|Gabriele Tredozi ; Mauro Gennaro ; Mariano Alperin|carbon-fibre monocoque|double wishbones, pushrod|as front|Hart 830|72° V8|naturally-aspirated|mid-engine|Minardi/Xtrac|six-speed||Petroscience||Bridgestone|M195B|M198|1997 Australian Grand Prix|680 hp @ 13,100 rpm||680||||||17|0|0|0||0|0
Minardi M198|minardi-m198|minardi|1998|1998|Gustav Brunner ; Gabriele Tredozi ; Mariano Alperin|carbon-fibre and honeycomb composite structure|double wishbones, pushrod with coaxial spring/damper and torsion bar|double wishbones, pushrod with coaxial spring/damper and torsion bar|Ford JD Zetec-R, 3.0-litre, 72-degree V10, mid-engined||||Minardi six-speed longitudinal sequential semi-automatic|||Elf or Texaco||Bridgestone|M197|M01|1998 Australian Grand Prix|710 PS @ 15,000 rpm ; 450 N.m||710|500|||||16|0|0|0||0|0
Minardi PS01|minardi-ps01+minardi-ps01b|minardi|2001|2001|Gustav Brunner ; Gabriele Tredozi ; George Ryton ; Nigel Cowperthwaite|Carbon fibre and aluminium honeycomb composite monocoque|pullrod-activated torsion springs, carbon-wrapped titanium wishbones|pushrod-activated torsion springs and rockers, carbon-wrapped titanium wishbones|Ford VJ Zetec-R (badged as European)|V10 (72°)|naturally-aspirated|mid-engined|Minardi|six-speed|Brembo|Elf|Elf|Michelin; OZ forged magnesium front: (13.0 x 12.0) rear: (13.0 x 13.7)|M02|PS02|2001 Australian Grand Prix|735 hp @ 16,000 rpm||735|600||1480|1480||17|0|0|0|0||
